AREA,Vict Age,Vict Descent,Crm Cd,Premis Cd,Status,dayofweek,day,month,Vict_Sex_F,Vict_Sex_M,Vict_Sex_X
4,45,17,341,121,4,2,5,7,0,1,0
6,25,17,626,501,4,3,23,3,0,1,0
10,88,17,888,501,1,0,23,1,1,0,0
4,33,7,230,504,4,6,15,1,1,0,0
11,14,2,624,402,4,2,25,1,0,1,0
11,65,17,310,501,1,3,5,1,0,1,0
8,47,17,310,501,4,3,5,1,1,0,0
9,18,7,442,235,4,4,10,3,1,0,0
13,32,2,354,750,4,3,2,3,1,0,0
11,33,17,930,101,4,5,3,6,1,0,0
21,50,17,442,404,4,3,15,6,0,1,0
1,24,7,624,834,4,6,15,1,0,1,0
1,38,2,330,108,4,5,8,4,1,0,0
1,26,2,330,108,4,3,9,2,1,0,0
8,35,17,354,501,4,3,7,9,1,0,0
16,48,7,310,501,4,5,19,8,0,1,0
19,57,7,901,501,4,3,21,9,1,0,0
2,47,12,331,301,4,0,10,4,1,0,0
13,56,17,624,701,4,5,24,6,0,1,0
4,40,12,440,504,4,3,27,4,0,1,0
17,41,12,341,501,4,4,28,4,1,0,0
19,32,7,626,501,1,3,16,3,1,0,0
19,26,7,354,502,4,2,1,2,1,0,0
2,50,7,330,102,4,0,2,1,0,1,0
7,22,18,310,721,4,1,4,7,0,0,1
6,31,17,310,502,4,1,15,8,0,1,0
21,23,17,624,504,4,1,16,5,0,1,0
7,28,2,354,502,4,1,1,8,0,1,0
21,43,17,331,101,4,0,15,5,1,0,0
8,37,1,310,501,4,1,22,8,0,1,0
21,31,7,440,501,4,5,16,9,0,1,0
4,70,12,624,146,2,5,3,6,0,1,0
15,53,17,230,108,4,0,28,8,0,1,0
6,31,12,210,101,4,5,1,4,0,1,0
20,46,10,740,122,4,6,22,1,0,1,0
6,40,17,440,102,4,1,18,4,0,1,0
11,44,17,331,501,4,1,4,4,1,0,0
3,29,7,350,948,4,5,18,2,0,1,0
20,33,17,236,122,1,4,2,6,1,0,0
20,26,7,210,102,4,5,15,4,1,0,0
13,76,7,331,501,4,4,20,1,0,1,0
1,51,7,230,104,4,6,18,6,0,1,0
8,23,17,420,502,4,2,19,4,1,0,0
7,24,7,354,501,4,6,1,1,1,0,0
6,32,2,230,101,4,6,27,8,0,1,0
7,36,7,900,726,4,2,21,6,1,0,0
8,29,17,815,503,4,2,11,1,1,0,0
21,26,17,341,252,4,0,24,4,0,1,0
7,22,18,442,416,4,3,13,4,0,0,1
11,63,17,624,501,2,6,7,5,0,1,0
19,39,12,310,502,4,5,7,1,0,1,0
6,23,17,624,102,4,3,2,2,1,0,0
19,58,17,761,142,4,3,23,3,0,1,0
15,77,7,440,242,4,3,1,6,1,0,0
1,12,7,761,502,4,3,30,3,1,0,0
3,34,12,440,501,4,2,18,1,0,1,0
20,45,7,624,101,4,4,12,5,1,0,0
4,57,7,740,101,4,4,1,9,1,0,0
7,22,18,341,203,4,5,13,5,0,0,1
3,27,7,330,504,4,6,10,9,1,0,0
20,59,7,761,101,4,2,5,4,1,0,0
6,34,2,230,101,4,4,21,4,0,1,0
6,64,12,310,203,4,2,8,2,0,1,0
13,27,17,341,721,4,0,28,8,0,1,0
11,52,1,330,108,4,4,16,6,1,0,0
2,37,2,354,502,4,1,2,5,1,0,0
1,34,2,480,102,4,4,30,6,1,0,0
17,23,7,442,404,2,0,20,3,0,1,0
3,11,2,624,502,4,6,17,9,0,1,0
11,45,17,230,102,4,2,5,7,0,1,0
20,23,17,624,203,4,3,9,2,0,1,0
20,45,7,354,501,4,3,5,1,0,1,0
8,64,17,624,502,4,3,24,8,0,1,0
13,41,7,626,501,4,5,29,4,0,1,0
11,60,17,331,101,4,5,25,3,1,0,0
17,35,18,442,205,4,5,20,5,0,1,0
19,62,17,442,402,4,5,17,6,0,1,0
1,31,17,330,101,4,2,1,2,0,1,0
7,22,18,745,507,4,4,10,3,0,1,0
19,48,17,624,502,4,1,7,2,1,0,0
6,25,7,352,735,4,6,27,8,1,0,0
7,24,2,440,202,4,4,10,2,1,0,0
10,40,12,624,210,2,4,21,4,0,1,0
1,56,7,624,102,2,2,19,7,0,1,0
6,49,7,762,101,4,6,21,5,0,1,0
1,22,12,230,203,4,1,1,8,0,1,0
21,60,17,626,501,1,2,31,5,0,1,0
13,44,2,745,501,4,3,8,6,1,0,0
6,26,17,331,502,4,1,23,5,0,1,0
20,28,12,341,111,4,6,18,6,1,0,0
19,67,7,341,501,4,3,20,4,1,0,0
14,67,7,330,707,4,4,2,6,1,0,0
8,20,1,624,501,4,2,22,3,1,0,0
15,72,17,331,101,4,4,27,1,0,1,0
10,58,7,740,122,4,2,24,5,0,1,0
19,30,7,354,501,4,1,1,8,1,0,0
1,25,17,330,108,4,6,2,7,0,1,0
1,61,17,341,503,4,1,15,8,1,0,0
1,66,2,230,102,4,4,8,9,0,1,0
14,43,17,440,502,4,3,11,5,1,0,0
3,57,12,331,104,4,0,20,2,0,1,0
6,46,7,341,101,4,1,15,8,0,1,0
9,25,12,331,101,4,6,27,8,0,1,0
20,77,7,420,101,4,6,9,4,0,1,0
6,46,17,354,502,4,0,24,4,1,0,0
15,44,12,310,501,1,3,4,5,0,1,0
10,70,17,624,710,2,3,5,1,1,0,0
17,40,2,310,502,4,2,28,6,0,1,0
4,49,7,761,502,2,3,29,6,1,0,0
21,44,7,901,502,1,0,13,2,1,0,0
21,53,18,442,404,4,2,2,8,0,1,0
20,45,7,354,402,4,3,2,2,0,1,0
1,48,17,330,210,4,0,13,2,0,1,0
2,31,12,624,102,4,0,6,3,0,1,0
2,31,12,745,101,1,6,4,6,1,0,0
20,34,18,230,101,4,0,22,5,0,0,1
6,24,12,624,101,4,4,18,8,1,0,0
6,35,7,440,502,4,6,12,2,0,1,0
16,20,7,310,210,4,6,12,3,1,0,0
6,39,7,761,101,4,0,16,1,0,1,0
3,38,2,236,502,1,1,20,6,0,1,0
19,29,7,230,101,4,3,20,4,0,1,0
8,28,1,330,101,4,3,16,3,0,1,0
9,57,17,350,116,4,3,16,2,1,0,0
8,76,17,331,101,4,4,2,6,0,1,0
21,19,2,626,501,4,5,2,9,0,1,0
7,22,18,310,203,4,5,13,5,0,0,1
4,21,7,236,101,4,6,2,7,1,0,0
10,34,2,901,501,2,3,29,6,0,1,0
16,53,1,310,210,4,6,23,4,0,1,0
3,39,15,480,727,4,3,23,3,1,0,0
1,35,2,420,707,4,4,6,1,1,0,0
13,51,7,331,101,4,2,19,4,0,1,0
8,51,12,740,203,4,2,22,3,0,1,0
6,39,7,330,101,4,2,30,8,1,0,0
16,37,7,354,501,4,4,21,4,0,1,0
6,34,2,625,102,4,2,21,6,1,0,0
6,41,7,624,102,4,5,2,9,1,0,0
1,62,17,740,122,4,2,25,1,0,1,0
14,26,12,440,502,4,6,23,4,0,1,0
7,34,2,946,501,4,5,24,6,0,1,0
8,28,17,420,108,4,5,7,1,0,1,0
6,30,7,626,101,2,5,3,6,1,0,0
3,20,2,624,502,4,6,9,4,1,0,0
4,35,7,740,210,4,4,10,2,1,0,0
10,49,17,330,101,4,3,7,9,1,0,0
1,36,7,330,101,4,4,11,8,1,0,0
21,50,17,442,205,4,1,1,8,0,1,0
21,49,17,930,502,1,0,31,7,1,0,0
20,36,2,310,502,4,1,21,2,0,1,0
20,26,17,624,101,4,2,13,9,1,0,0
11,45,12,330,101,4,6,15,1,1,0,0
20,69,2,440,502,4,6,26,3,0,1,0
13,21,1,740,122,4,2,10,5,0,1,0
20,41,7,626,502,2,5,24,6,1,0,0
4,35,7,624,103,4,4,11,8,1,0,0
3,61,7,330,116,4,3,7,9,0,1,0
2,18,7,624,501,4,1,14,2,1,0,0
10,48,7,626,501,2,5,15,7,1,0,0
16,62,7,624,501,4,5,6,5,1,0,0
2,56,7,230,919,1,6,5,2,1,0,0
11,41,17,331,501,4,6,7,5,0,1,0
3,67,2,761,124,4,5,29,7,1,0,0
16,50,17,210,202,1,5,24,6,0,1,0
6,51,17,624,102,4,5,8,4,0,1,0
7,34,1,341,108,4,2,2,8,1,0,0
20,34,2,440,809,4,3,10,8,1,0,0
2,29,2,420,101,4,5,21,1,0,1,0
16,25,7,236,101,1,5,22,4,1,0,0
17,36,7,440,102,4,6,14,5,1,0,0
15,30,7,626,502,4,2,7,6,0,1,0
2,58,2,220,102,4,2,1,2,0,1,0
10,73,17,310,501,4,5,27,5,0,1,0
7,28,7,930,502,4,3,24,8,0,1,0
15,49,7,330,101,4,2,11,1,1,0,0
3,20,1,310,502,4,1,11,4,0,1,0
2,27,7,624,502,4,0,7,8,0,1,0
6,25,12,331,504,4,1,30,5,1,0,0
7,32,2,440,501,4,4,13,1,0,1,0
11,19,2,341,108,4,4,3,3,0,1,0
19,71,1,740,727,1,1,28,3,1,0,0
1,35,2,230,102,4,4,28,7,0,1,0
20,24,5,352,735,4,5,17,6,1,0,0
1,27,7,330,602,4,5,25,2,1,0,0
2,39,17,230,919,4,6,5,2,0,1,0
9,28,7,354,502,4,5,1,7,1,0,0
6,43,17,626,502,4,4,30,6,0,1,0
11,42,7,230,714,4,1,16,5,0,1,0
11,43,7,420,504,4,0,10,7,1,0,0
2,28,7,624,502,4,2,19,7,0,1,0
15,22,2,626,502,4,1,4,7,0,1,0
10,35,12,354,501,4,6,1,1,0,1,0
12,25,17,354,501,4,0,6,2,1,0,0
1,50,7,330,101,4,3,14,9,1,0,0
19,21,7,343,404,4,3,31,8,0,1,0
4,37,7,230,102,1,5,1,7,0,1,0
13,65,17,230,103,4,5,23,9,0,1,0
15,21,7,740,707,4,5,2,9,1,0,0
9,35,17,331,101,4,6,26,2,0,1,0
21,37,7,626,502,2,2,19,4,1,0,0
3,41,2,354,501,4,0,2,1,1,0,0
9,21,7,343,404,4,5,25,3,0,1,0
4,52,7,310,501,4,5,15,4,0,1,0
4,19,7,230,502,4,3,2,3,1,0,0
1,20,2,624,710,4,5,8,4,1,0,0
3,41,7,626,502,4,1,4,7,0,1,0
17,60,12,230,101,4,0,21,8,0,1,0
3,53,2,624,210,4,6,23,7,1,0,0
11,70,5,740,203,1,4,24,3,0,1,0
4,27,7,230,108,1,5,12,8,1,0,0
14,36,7,625,203,4,1,11,7,0,1,0
19,60,7,330,101,4,3,20,7,0,1,0
9,25,7,210,108,1,5,14,1,0,1,0
17,69,17,310,501,4,1,18,4,1,0,0
1,33,12,330,108,4,2,15,3,0,1,0
19,21,7,624,101,4,3,27,4,0,1,0
8,27,19,330,707,4,6,19,3,0,1,0
13,63,7,761,101,4,4,1,9,0,1,0
15,22,7,442,203,4,3,7,9,0,1,0
9,58,17,331,108,4,4,7,7,1,0,0
6,33,17,624,101,4,3,7,9,0,1,0
9,17,7,627,502,4,5,24,6,0,1,0
6,40,2,624,503,4,5,18,2,0,1,0
6,16,7,230,102,4,0,18,9,0,1,0
15,27,7,331,102,4,1,14,2,0,1,0
1,31,2,930,101,1,0,10,4,0,1,0
6,36,17,420,101,4,2,20,9,0,1,0
19,39,17,626,502,4,3,15,6,1,0,0
13,23,2,626,501,4,2,30,8,1,0,0
3,42,2,440,502,4,0,3,4,1,0,0
15,47,17,341,502,4,4,7,4,0,1,0
15,38,17,662,501,4,6,19,3,1,0,0
13,34,17,662,247,4,3,9,3,0,1,0
21,35,18,442,301,4,1,6,6,0,1,0
4,70,7,740,101,4,1,13,6,0,1,0
16,29,7,626,102,4,6,9,7,1,0,0
17,52,17,352,727,4,5,12,8,1,0,0
3,63,17,230,103,1,6,22,1,0,1,0
3,22,18,753,102,2,5,22,4,0,0,1
17,28,3,440,119,4,1,9,5,1,0,0
1,61,7,625,101,4,2,16,8,0,1,0
7,35,17,888,501,4,3,23,3,0,1,0
3,51,7,740,101,4,1,4,7,1,0,0
3,27,17,210,108,1,3,20,7,0,1,0
20,69,10,520,707,4,2,7,6,0,1,0
8,59,17,420,101,4,2,17,5,0,1,0
11,14,7,121,101,4,4,19,5,1,0,0
3,22,18,210,403,4,0,20,3,0,0,1
1,37,2,330,707,4,4,1,9,0,1,0
1,54,17,351,503,4,1,15,8,0,1,0
3,32,2,354,502,4,1,23,5,1,0,0
4,34,2,901,504,4,6,20,8,1,0,0
4,68,7,930,502,4,5,4,3,1,0,0
4,40,7,625,101,4,1,28,2,0,1,0
2,85,7,331,102,4,0,4,9,0,1,0
11,36,7,440,710,4,1,25,7,1,0,0
21,15,7,940,501,4,4,24,2,0,1,0
17,18,5,330,101,4,0,1,5,0,1,0
10,54,7,740,108,4,3,16,3,0,1,0
1,41,7,331,104,4,4,7,4,0,1,0
1,23,12,626,502,4,2,21,6,1,0,0
20,29,7,740,122,4,5,20,5,1,0,0
13,19,7,740,248,4,0,24,7,0,1,0
1,62,2,354,502,4,0,23,1,1,0,0
9,30,7,230,101,4,1,11,4,0,1,0
13,48,7,624,501,4,1,9,5,1,0,0
7,34,2,440,502,4,1,4,4,1,0,0
13,71,2,330,101,4,5,4,3,0,1,0
16,23,7,626,501,1,5,13,5,1,0,0
15,56,17,745,104,4,6,1,1,0,1,0
15,68,17,331,501,4,4,14,4,1,0,0
2,27,2,230,109,4,1,21,3,0,1,0
10,68,17,740,122,4,5,3,6,1,0,0
17,74,12,310,501,4,2,12,7,0,1,0
2,25,7,330,101,4,4,23,6,1,0,0
2,23,17,520,123,4,6,22,1,0,1,0
2,22,7,440,502,4,3,15,6,1,0,0
4,24,17,331,501,4,0,8,5,0,1,0
7,42,7,230,501,4,4,12,5,0,1,0
21,21,7,210,501,2,4,3,3,1,0,0
11,18,7,900,501,1,3,11,5,1,0,0
11,35,7,626,501,2,2,6,9,1,0,0
7,27,12,821,502,2,4,13,1,1,0,0
9,63,7,341,101,4,0,22,5,0,1,0
3,22,18,210,406,4,6,2,4,0,0,1
4,34,17,331,101,4,2,16,8,1,0,0
13,60,7,121,503,4,0,22,5,1,0,0
13,59,7,624,501,4,2,15,3,0,1,0
7,34,2,330,502,4,6,2,7,0,1,0
16,46,2,310,501,1,2,7,6,1,0,0
4,47,17,740,203,4,5,4,2,1,0,0
19,38,7,420,101,4,6,16,4,0,1,0
4,50,7,230,101,4,3,30,3,0,1,0
7,51,2,330,101,4,5,3,6,1,0,0
19,58,7,331,101,4,0,1,5,0,1,0
6,26,17,930,102,4,6,23,7,0,1,0
17,24,17,860,502,4,3,13,7,1,0,0
21,27,17,331,101,4,6,5,2,0,1,0
7,57,17,888,203,4,3,27,7,0,1,0
20,31,7,761,502,2,0,30,1,1,0,0
2,34,7,626,101,4,6,30,7,1,0,0
8,45,7,230,102,4,3,21,9,0,1,0
8,50,7,330,727,4,3,20,7,0,1,0
1,44,17,624,503,4,6,24,9,0,1,0
3,22,18,753,503,4,1,7,2,0,0,1
7,50,17,440,507,4,4,23,6,0,1,0
17,59,17,440,501,4,6,26,2,0,1,0
10,55,17,624,502,4,6,26,3,1,0,0
8,73,17,330,101,4,6,21,5,0,1,0
3,57,2,740,122,4,4,24,3,1,0,0
20,89,17,440,102,4,1,13,6,1,0,0
2,33,7,624,102,4,2,12,7,1,0,0
3,82,12,624,801,4,2,28,6,0,1,0
14,42,7,331,101,4,5,18,2,1,0,0
7,55,17,310,501,4,1,21,2,0,1,0
14,42,17,331,507,4,6,19,2,1,0,0
20,30,2,210,101,4,3,23,2,1,0,0
19,31,7,354,502,4,2,1,2,1,0,0
6,28,2,236,502,4,1,25,4,0,1,0
17,39,7,626,108,1,6,21,5,1,0,0
4,34,7,626,102,2,2,10,5,0,1,0
2,54,1,330,108,4,3,16,2,1,0,0
21,24,17,626,502,1,4,7,4,1,0,0
11,71,12,341,501,4,5,18,2,0,1,0
13,38,7,310,203,4,3,25,5,0,1,0
7,32,17,330,415,4,0,6,2,0,1,0
2,29,7,330,504,4,4,16,6,0,1,0
4,53,7,354,504,4,5,21,1,1,0,0
1,54,2,220,502,1,2,9,8,1,0,0
11,22,7,440,501,4,4,22,9,0,1,0
10,39,7,331,108,4,4,20,1,0,1,0
8,19,17,440,502,4,2,12,7,0,1,0
20,22,6,624,502,6,3,6,7,1,0,0
1,62,7,624,502,4,3,2,3,1,0,0
3,27,7,624,733,4,6,29,1,1,0,0
16,7,17,210,108,1,0,27,3,1,0,0
3,22,18,210,403,2,4,24,3,0,0,1
15,42,17,440,504,4,2,6,9,1,0,0
19,23,7,624,109,4,2,11,1,0,1,0
6,24,7,624,502,4,5,6,5,0,1,0
11,52,1,330,109,4,6,13,8,0,1,0
10,36,17,420,101,4,5,15,4,0,1,0
10,43,17,624,403,4,2,12,4,0,1,0
2,52,7,440,101,4,5,15,7,1,0,0
14,26,17,626,501,4,4,13,1,0,1,0
13,34,7,330,101,4,2,18,1,0,1,0
7,29,12,310,502,4,2,7,6,0,1,0
6,27,2,624,102,4,3,2,3,0,1,0
7,65,17,662,501,4,4,26,5,0,1,0
10,60,17,624,502,2,3,9,2,0,1,0
1,41,7,624,516,4,3,10,8,0,1,0
13,53,1,624,809,4,1,25,7,0,1,0
2,26,17,740,122,4,2,8,3,1,0,0
16,56,7,903,102,2,0,27,2,1,0,0
3,50,2,331,101,4,1,10,1,1,0,0
9,27,7,930,108,4,3,26,1,0,1,0
21,49,7,331,101,4,4,18,8,0,1,0
4,35,7,624,101,4,3,1,6,0,1,0
16,42,1,330,108,4,1,19,9,1,0,0
15,36,17,230,108,4,2,9,8,0,1,0
14,40,17,740,504,4,6,18,6,0,1,0
6,61,7,220,502,4,6,2,4,0,1,0
10,34,1,860,502,2,5,11,3,1,0,0
15,25,7,930,403,4,2,26,7,0,1,0
1,29,2,230,101,4,0,20,3,0,1,0
3,56,7,745,501,4,5,10,6,1,0,0
6,21,7,341,502,4,5,18,2,0,1,0
10,31,1,932,507,4,3,10,8,1,0,0
21,25,12,940,501,4,0,12,6,0,1,0
2,42,17,624,101,4,4,6,1,1,0,0
9,43,1,626,502,4,6,19,3,0,1,0
21,24,17,624,502,4,6,9,7,1,0,0
9,31,7,740,101,4,4,27,1,1,0,0
6,30,17,440,502,4,5,18,2,1,0,0
4,14,7,121,501,4,5,1,4,1,0,0
3,22,17,480,501,4,1,10,1,1,0,0
19,45,7,341,721,4,6,6,8,0,1,0
1,65,2,440,102,4,3,16,3,1,0,0
4,32,7,330,707,4,3,16,3,0,1,0
3,22,18,668,203,2,0,8,5,0,0,1
1,33,2,624,108,4,3,4,5,1,0,0
6,44,17,310,502,4,3,23,2,0,1,0
20,41,2,440,502,4,0,29,5,0,1,0
9,72,7,420,301,4,6,11,6,1,0,0
6,22,2,624,501,4,5,20,5,1,0,0
17,40,2,310,501,4,1,8,8,0,1,0
9,48,5,440,210,4,1,9,5,1,0,0
2,41,2,410,123,4,4,30,6,0,1,0
3,40,7,354,502,4,0,13,3,1,0,0
19,24,2,740,502,4,1,7,2,1,0,0
3,43,2,624,108,4,2,3,5,1,0,0
3,22,18,310,220,4,6,26,2,0,0,1
13,24,7,230,101,4,6,10,9,0,1,0
1,26,7,624,741,4,3,2,3,0,1,0
4,44,7,624,502,4,1,2,5,0,1,0
16,20,7,624,122,2,1,21,2,0,1,0
8,61,17,624,404,2,3,15,6,0,1,0
8,26,17,331,101,4,4,31,3,0,1,0
10,30,7,354,501,4,4,10,3,0,1,0
4,25,16,331,403,4,1,7,3,1,0,0
20,31,17,230,502,4,4,14,4,1,0,0
16,41,7,662,501,4,3,22,6,0,1,0
20,24,7,740,122,4,5,15,7,0,1,0
16,56,7,331,109,4,3,22,6,1,0,0
17,46,5,354,501,4,0,23,1,0,1,0
16,25,7,662,501,4,3,6,7,1,0,0
13,28,1,626,502,4,6,25,6,1,0,0
10,32,2,946,122,4,0,27,3,0,1,0
7,35,17,310,502,4,5,23,9,0,1,0
15,55,12,740,247,2,6,5,2,0,1,0
15,53,2,626,502,2,6,14,5,1,0,0
12,43,7,420,101,4,0,7,8,0,1,0
1,33,17,626,502,2,5,8,7,1,0,0
2,59,17,230,109,4,6,6,8,0,1,0
3,22,18,442,242,4,0,20,3,0,0,1
13,32,2,440,503,4,4,7,7,1,0,0
19,33,7,354,501,4,1,3,1,1,0,0
1,50,2,624,502,4,2,21,6,0,1,0
7,22,18,320,210,4,3,29,6,0,0,1
17,49,17,121,502,4,2,10,5,1,0,0
15,45,1,230,102,2,1,4,7,1,0,0
15,22,2,626,502,2,6,5,3,1,0,0
1,34,7,624,102,4,5,1,7,1,0,0
6,29,17,410,101,4,6,3,9,1,0,0
19,50,7,624,102,4,4,30,6,1,0,0
13,64,7,331,708,4,3,29,6,1,0,0
1,64,7,210,102,1,4,21,4,0,1,0
13,62,7,230,102,4,1,7,2,0,1,0
7,6,2,761,101,4,1,17,1,1,0,0
6,62,2,624,102,4,5,27,5,0,1,0
6,36,12,310,502,4,0,3,7,0,1,0
20,30,2,230,158,4,4,7,7,1,0,0
6,35,7,740,108,4,3,6,7,1,0,0
15,37,7,930,203,2,0,14,8,0,1,0
1,59,2,624,738,4,0,13,3,1,0,0
10,34,2,310,501,4,0,29,5,0,1,0
12,24,7,901,101,2,1,28,3,0,1,0
7,41,2,930,101,4,4,10,3,1,0,0
13,34,7,626,501,1,5,15,4,0,1,0
15,48,7,230,101,4,3,8,6,0,1,0
2,47,7,236,501,2,5,28,1,1,0,0
9,46,7,624,502,4,1,19,9,0,1,0
3,52,2,946,101,2,6,25,6,1,0,0
7,34,17,740,101,4,5,15,4,1,0,0
15,64,17,888,501,4,3,19,1,0,1,0
10,49,17,886,101,4,5,1,4,0,1,0
15,23,2,354,501,4,1,2,5,1,0,0
6,41,17,440,119,4,5,3,6,1,0,0
3,22,18,442,203,4,0,6,3,0,0,1
16,38,17,330,101,4,0,7,8,1,0,0
4,40,7,341,108,2,5,8,4,0,1,0
9,39,7,624,124,4,1,16,5,0,1,0
19,12,7,624,720,4,1,16,5,0,1,0
14,42,17,331,104,4,0,24,7,0,1,0
2,32,17,331,101,4,2,18,1,1,0,0
15,26,7,761,301,4,2,15,2,0,1,0
2,41,7,624,502,2,0,13,2,0,1,0
6,28,7,331,101,4,5,22,7,1,0,0
4,37,7,624,501,2,5,1,7,0,1,0
7,69,17,310,501,4,4,10,2,0,1,0
10,11,12,627,501,2,0,6,2,0,1,0
1,22,7,761,502,2,6,20,8,0,1,0
4,16,2,230,502,4,5,10,6,0,1,0
2,52,17,624,904,4,6,3,9,1,0,0
17,33,7,626,502,4,0,18,9,1,0,0
13,28,2,236,102,4,0,26,6,1,0,0
16,44,7,310,501,4,5,18,2,0,1,0
10,44,7,933,501,4,3,19,1,0,1,0
11,67,7,236,502,2,5,5,8,0,1,0
2,26,7,354,502,4,5,1,4,0,1,0
9,51,7,331,108,4,2,5,4,1,0,0
9,67,12,354,501,4,6,4,6,0,1,0
1,29,7,624,102,4,5,27,5,0,1,0
6,30,17,626,501,4,5,21,1,1,0,0
17,25,7,910,101,4,6,4,6,1,0,0
7,26,7,930,102,4,1,16,5,0,1,0
17,47,7,330,727,4,1,28,3,0,1,0
1,39,2,350,502,2,4,24,2,1,0,0
7,32,12,341,101,4,1,9,5,1,0,0
20,45,10,668,502,4,1,29,8,1,0,0
17,26,17,420,108,4,4,14,7,0,1,0
7,33,7,210,101,4,1,13,6,1,0,0
17,68,17,331,504,4,3,13,4,1,0,0
2,41,2,624,502,4,5,22,7,1,0,0
10,58,7,624,502,4,0,10,7,1,0,0
21,50,17,740,515,2,6,2,7,0,1,0
3,46,2,230,502,4,0,18,9,1,0,0
4,31,7,230,102,1,6,23,4,0,1,0
16,31,7,900,109,2,5,9,9,0,1,0
15,33,7,121,502,2,0,20,2,1,0,0
13,42,12,624,501,4,1,27,6,1,0,0
4,31,1,121,504,4,3,6,4,1,0,0
16,44,7,624,502,4,6,4,6,0,1,0
10,31,7,230,108,1,4,10,2,1,0,0
21,28,7,761,101,4,6,26,2,1,0,0
4,20,12,940,504,4,3,5,1,0,1,0
17,48,7,624,501,2,1,4,4,1,0,0
15,58,12,310,247,4,6,2,7,0,1,0
15,67,12,330,101,4,4,3,2,0,1,0
10,39,7,236,101,4,2,5,7,1,0,0
13,28,7,341,102,4,4,14,4,0,1,0
21,66,12,310,203,4,1,25,7,1,0,0
10,24,7,331,101,4,5,15,7,1,0,0
21,37,2,624,507,2,3,1,6,1,0,0
19,51,7,740,108,4,1,17,1,1,0,0
20,24,7,740,122,4,5,18,2,1,0,0
6,25,2,230,102,4,5,8,7,1,0,0
1,29,10,330,101,4,3,9,2,0,1,0
9,27,7,230,403,2,3,2,3,0,1,0
1,19,7,442,404,4,5,13,5,0,1,0
20,48,7,210,222,4,3,24,8,1,0,0
8,67,17,886,501,4,3,16,3,1,0,0
1,42,7,624,701,4,2,1,3,1,0,0
15,27,2,330,108,4,2,1,3,0,1,0
8,32,1,310,501,4,2,26,4,0,1,0
1,69,7,330,101,4,5,6,5,1,0,0
3,32,7,350,404,4,2,2,8,1,0,0
7,21,7,624,203,2,4,28,4,1,0,0
11,67,17,352,754,4,1,13,6,0,1,0
20,18,7,251,502,4,5,15,7,0,1,0
1,41,2,624,801,4,1,8,8,0,1,0
19,30,7,230,102,2,2,25,1,0,1,0
21,32,2,745,122,4,5,9,9,1,0,0
6,26,7,624,102,4,4,31,3,0,1,0
13,66,2,220,210,4,2,12,4,1,0,0
15,50,17,624,516,4,0,16,1,1,0,0
14,39,17,331,710,4,1,29,8,0,1,0
1,25,7,330,101,4,2,13,9,1,0,0
8,36,17,320,501,4,0,24,4,0,1,0
13,45,17,310,213,4,5,5,8,0,1,0
13,21,2,666,101,4,1,8,8,1,0,0
1,38,2,230,108,1,5,28,1,0,1,0
11,40,17,440,109,4,0,8,5,0,1,0
17,22,17,354,501,4,1,11,7,1,0,0
8,60,2,440,203,4,4,3,3,1,0,0
6,31,12,354,502,4,0,9,1,0,1,0
2,63,2,624,102,4,4,7,4,0,1,0
10,73,17,310,501,4,4,10,2,0,1,0
9,42,12,310,501,4,4,26,5,1,0,0
4,30,7,354,501,4,6,1,1,1,0,0
1,25,7,330,207,4,4,21,4,1,0,0
2,23,7,330,717,4,6,13,8,0,1,0
4,29,7,331,101,4,5,9,9,0,1,0
16,70,7,745,501,2,3,9,3,1,0,0
20,27,12,624,731,4,4,10,3,0,1,0
2,53,7,230,801,4,4,21,7,0,1,0
13,53,7,421,720,4,2,25,1,0,1,0
15,45,17,930,501,4,2,15,3,1,0,0
3,43,2,930,103,4,2,28,6,0,1,0
4,64,2,230,101,4,3,8,6,0,1,0
2,27,7,626,503,2,2,26,4,1,0,0
4,15,7,860,122,4,3,30,3,1,0,0
3,22,18,441,602,4,5,28,1,0,0,1
2,20,7,350,101,4,4,12,5,1,0,0
20,24,17,331,104,4,2,15,2,0,1,0
14,33,17,480,707,4,4,11,8,0,1,0
20,38,7,900,704,2,1,18,4,1,0,0
21,35,18,753,101,4,6,10,9,0,1,0
1,28,12,930,203,4,0,31,7,0,1,0
4,22,7,236,501,2,3,1,6,1,0,0
8,49,1,930,101,1,3,10,8,1,0,0
20,20,2,626,501,2,3,26,1,0,1,0
4,56,7,740,504,4,3,16,2,1,0,0
20,42,17,740,501,4,2,1,3,0,1,0
2,23,7,626,502,4,1,4,4,1,0,0
9,25,7,626,502,4,4,27,1,1,0,0
14,23,1,121,502,4,3,23,2,1,0,0
3,29,12,900,502,4,2,15,3,1,0,0
1,29,7,442,405,4,1,31,1,0,1,0
3,26,7,624,101,4,6,8,1,1,0,0
1,38,17,341,702,4,3,1,6,1,0,0
13,47,7,354,750,4,3,2,2,1,0,0
11,39,17,330,101,4,4,15,9,0,1,0
7,39,17,330,405,4,0,4,9,0,1,0
17,45,17,624,101,4,1,19,9,0,1,0
6,39,7,480,101,4,0,6,3,0,1,0
9,43,7,330,108,4,1,19,9,0,1,0
19,35,2,664,502,4,4,14,4,1,0,0
4,45,7,662,101,4,4,13,1,0,1,0
21,50,17,442,404,4,4,9,6,0,1,0
