AREA,Vict Age,Vict Descent,Crm Cd,Premis Cd,Status,dayofweek,day,month,Vict_Sex_F,Vict_Sex_M,Vict_Sex_X
6,29,1,330,101,4,0,4,9,0,1,0
1,54,2,341,102,4,1,20,6,0,1,0
4,37,2,354,501,4,3,12,1,0,1,0
8,23,2,440,122,4,2,12,4,1,0,0
1,36,2,121,108,4,6,5,2,1,0,0
10,33,7,110,101,1,1,4,7,0,1,0
4,31,7,331,101,4,3,11,5,1,0,0
4,38,7,740,104,4,6,8,1,0,1,0
12,35,7,230,101,2,6,1,1,0,1,0
13,17,7,230,721,4,4,27,1,0,1,0
2,19,7,624,101,4,3,3,8,0,1,0
19,15,1,940,501,4,5,8,7,0,1,0
16,51,7,903,121,2,3,9,2,0,1,0
21,31,7,901,502,4,1,14,3,1,0,0
13,56,10,440,405,4,6,5,3,0,1,0
4,34,7,410,101,4,6,19,2,0,1,0
8,29,7,624,953,4,0,24,4,0,1,0
9,50,7,440,502,4,0,24,7,1,0,0
11,60,7,420,101,4,4,14,4,0,1,0
17,48,12,220,501,1,4,10,2,0,1,0
17,74,17,320,501,4,2,8,3,0,1,0
20,30,2,624,738,4,4,17,2,1,0,0
2,21,2,350,502,2,0,9,1,1,0,0
6,35,2,930,108,2,0,30,1,1,0,0
15,23,7,230,103,4,4,20,1,0,1,0
1,50,2,626,709,4,1,11,7,1,0,0
9,55,17,354,203,4,5,13,5,0,1,0
17,31,17,740,502,1,2,1,3,1,0,0
10,49,17,624,203,4,3,24,8,1,0,0
1,18,7,121,503,4,5,11,3,1,0,0
1,33,12,740,122,4,6,4,6,0,1,0
6,60,1,624,210,4,6,2,7,1,0,0
17,52,17,354,501,4,6,8,1,1,0,0
7,29,2,930,502,4,0,23,1,1,0,0
2,31,17,626,502,2,1,8,8,0,1,0
9,45,7,740,122,4,4,10,2,1,0,0
2,51,5,354,502,4,1,7,2,1,0,0
11,35,7,330,101,4,5,9,9,0,1,0
7,24,1,330,101,4,1,27,6,0,1,0
3,28,7,956,501,4,5,4,2,0,1,0
13,38,7,230,203,4,2,26,4,0,1,0
20,25,7,220,101,4,6,28,5,0,1,0
13,24,2,626,501,4,6,20,8,1,0,0
21,60,12,330,101,4,0,29,5,1,0,0
15,40,7,230,203,4,0,5,6,0,1,0
7,29,7,331,102,4,1,16,5,0,1,0
16,40,7,230,502,4,5,8,4,0,1,0
11,13,7,624,501,2,5,4,3,0,1,0
14,56,17,761,158,4,4,7,7,0,1,0
20,31,17,331,101,4,3,26,1,0,1,0
16,32,7,122,501,4,5,11,2,1,0,0
13,61,7,220,103,4,0,20,2,1,0,0
3,40,2,354,501,4,4,6,1,1,0,0
10,22,7,210,101,4,3,31,8,0,1,0
6,22,17,624,203,4,6,10,9,1,0,0
7,33,2,210,108,4,6,6,8,0,1,0
16,36,17,902,501,1,5,8,7,1,0,0
16,78,7,624,501,6,3,30,3,0,1,0
3,39,2,745,502,4,0,9,1,0,1,0
4,32,7,740,102,4,3,8,6,1,0,0
20,71,10,740,501,4,4,11,8,1,0,0
10,22,7,624,502,2,3,13,4,1,0,0
3,33,7,624,108,4,5,18,2,0,1,0
7,24,17,331,101,4,3,12,1,0,1,0
16,60,7,740,122,4,6,10,9,0,1,0
8,69,17,886,101,4,3,22,6,0,1,0
11,56,7,331,101,4,4,21,7,0,1,0
21,20,7,230,502,2,6,2,4,0,1,0
3,58,2,310,501,4,0,26,6,1,0,0
3,68,2,901,119,1,0,24,7,1,0,0
1,30,2,236,502,4,1,4,7,1,0,0
3,56,7,740,101,4,2,12,7,1,0,0
15,39,17,624,124,4,2,16,8,0,1,0
21,54,12,310,501,4,4,22,9,0,1,0
9,89,17,740,501,4,1,29,8,1,0,0
1,31,17,341,717,4,1,3,1,0,1,0
19,58,17,624,801,4,3,11,5,0,1,0
11,23,7,624,502,2,6,5,3,0,1,0
15,28,17,331,501,4,4,25,8,1,0,0
3,23,1,480,102,4,0,22,5,0,1,0
8,29,2,626,503,1,5,25,3,1,0,0
1,28,7,236,101,4,3,4,5,1,0,0
1,24,7,740,834,4,5,6,5,0,1,0
1,59,7,330,101,4,2,7,6,1,0,0
17,18,7,310,707,4,5,15,7,0,1,0
11,62,12,662,101,4,3,29,6,0,1,0
10,34,1,626,501,4,4,12,5,1,0,0
4,79,1,310,501,4,4,11,8,0,1,0
13,27,19,440,101,4,2,6,9,0,1,0
3,62,2,210,502,2,0,30,1,1,0,0
16,62,7,626,501,4,5,1,7,1,0,0
10,31,7,442,404,4,6,7,5,0,1,0
1,53,2,624,834,4,4,18,8,1,0,0
1,47,12,624,101,2,0,3,4,0,1,0
1,23,7,352,210,4,5,18,2,1,0,0
15,63,7,624,502,2,6,30,4,1,0,0
3,41,7,331,101,4,0,9,1,1,0,0
20,62,7,740,122,4,1,4,7,0,1,0
17,69,17,440,717,4,0,17,7,0,1,0
8,31,12,310,501,1,1,28,2,0,1,0
13,28,7,740,101,1,3,29,6,0,1,0
17,46,12,230,501,4,4,25,8,0,1,0
7,42,12,624,104,4,4,12,5,0,1,0
19,34,12,331,101,4,1,3,1,0,1,0
9,50,7,230,102,4,5,27,5,0,1,0
2,52,12,440,501,4,5,18,3,0,1,0
1,30,12,330,103,4,6,5,3,0,1,0
6,30,17,624,102,4,2,12,7,1,0,0
6,26,18,230,101,4,1,18,7,1,0,0
6,38,7,440,210,4,4,16,6,1,0,0
16,47,17,649,502,4,0,22,5,0,1,0
14,35,17,341,101,4,5,24,6,1,0,0
3,34,17,440,109,4,5,4,3,0,1,0
19,47,18,310,221,4,2,21,6,0,1,0
21,39,17,888,502,2,0,20,2,1,0,0
15,33,12,330,707,4,0,17,7,1,0,0
4,48,7,442,301,4,1,18,4,1,0,0
2,21,17,740,501,4,1,24,1,0,1,0
21,32,5,626,501,4,4,6,1,1,0,0
2,60,7,625,501,4,3,6,7,0,1,0
17,72,12,310,501,4,2,20,9,0,1,0
10,53,7,230,121,4,6,9,4,1,0,0
1,22,7,350,102,4,4,14,7,0,1,0
16,57,7,624,101,4,5,29,4,1,0,0
1,50,17,210,102,4,0,20,2,1,0,0
3,59,2,930,502,4,6,23,7,0,1,0
2,25,17,626,502,2,4,1,9,0,1,0
10,44,7,624,874,4,1,14,3,1,0,0
15,66,17,440,502,4,2,26,7,1,0,0
3,32,2,624,403,4,4,14,4,0,1,0
20,76,17,662,402,4,5,10,6,0,1,0
4,36,7,901,501,4,2,18,1,1,0,0
11,22,2,888,970,1,0,3,4,0,1,0
17,61,12,230,101,4,6,25,6,0,1,0
17,34,17,626,502,1,6,8,1,1,0,0
10,63,17,662,501,4,0,6,3,1,0,0
4,36,7,354,504,4,3,2,3,0,1,0
7,22,18,740,701,4,0,11,9,0,0,1
8,40,17,440,702,4,6,19,3,0,1,0
20,59,18,624,102,4,0,29,5,0,0,1
8,51,12,330,108,4,6,28,5,0,1,0
3,22,18,341,248,4,4,24,3,0,0,1
7,81,7,410,101,4,6,5,2,1,0,0
2,27,7,956,502,2,4,2,6,1,0,0
1,27,12,330,108,4,0,7,8,1,0,0
1,19,7,352,735,4,6,14,5,1,0,0
15,30,17,354,502,4,3,5,1,0,1,0
15,74,17,310,501,4,3,24,8,0,1,0
2,33,17,624,710,2,2,8,2,0,1,0
11,58,1,210,108,4,6,28,5,0,1,0
1,65,2,230,101,4,5,22,4,1,0,0
1,20,17,330,707,4,6,17,9,1,0,0
17,63,17,341,602,4,2,6,9,1,0,0
2,36,2,230,124,4,3,9,2,0,1,0
21,26,12,330,108,4,5,15,4,0,1,0
21,33,7,354,501,4,6,19,3,1,0,0
16,23,7,626,101,4,1,28,2,0,1,0
10,45,2,210,203,1,2,3,5,0,1,0
13,49,1,649,203,4,4,26,5,0,1,0
1,21,3,330,101,4,6,18,6,0,1,0
1,35,1,624,502,4,6,23,4,0,1,0
3,33,7,210,101,5,0,17,4,0,1,0
1,41,2,626,502,2,1,25,7,1,0,0
4,36,3,956,501,4,1,28,3,1,0,0
1,61,7,330,252,4,3,31,8,1,0,0
14,58,17,480,707,4,0,20,3,0,1,0
4,25,7,761,108,4,0,9,1,0,1,0
9,57,17,740,406,4,2,10,5,0,1,0
8,68,17,745,123,4,2,26,7,1,0,0
8,45,7,648,501,4,3,27,4,0,1,0
21,34,17,626,501,2,3,4,5,1,0,0
3,33,2,626,101,4,4,2,6,1,0,0
1,33,18,440,513,4,1,14,3,1,0,0
14,91,17,354,502,4,3,16,2,1,0,0
1,59,2,624,809,2,3,29,6,0,1,0
9,50,2,624,108,4,4,21,4,1,0,0
4,34,17,440,119,4,5,22,4,0,1,0
2,74,10,330,101,4,4,23,6,0,1,0
3,23,12,331,101,4,3,27,4,1,0,0
16,75,17,331,501,4,6,29,1,0,1,0
17,31,17,745,501,4,0,14,8,1,0,0
16,58,17,624,515,2,5,27,5,1,0,0
3,48,17,341,501,4,5,18,2,0,1,0
17,41,17,310,501,4,5,21,1,0,1,0
9,26,17,330,123,4,0,3,4,1,0,0
10,54,12,626,501,2,4,10,2,0,1,0
10,23,17,331,101,4,1,4,7,1,0,0
20,59,17,330,101,4,3,6,7,0,1,0
3,24,7,626,502,4,4,28,4,1,0,0
1,22,3,330,102,4,4,30,6,1,0,0
13,55,7,664,501,4,4,10,2,0,1,0
2,45,7,330,502,4,5,26,8,1,0,0
1,25,7,442,404,5,5,20,5,0,1,0
1,19,7,350,203,4,1,25,7,1,0,0
8,42,7,440,502,4,0,3,7,0,1,0
13,28,7,121,514,4,5,2,9,1,0,0
16,55,7,740,108,4,2,12,4,0,1,0
9,39,12,440,507,4,5,13,5,0,1,0
9,19,12,330,108,1,1,24,1,1,0,0
11,57,17,341,101,4,4,7,4,1,0,0
7,44,7,331,101,4,0,16,1,0,1,0
15,25,7,745,122,4,1,15,8,1,0,0
13,25,7,860,501,4,4,21,4,1,0,0
19,18,7,745,501,2,0,12,6,1,0,0
16,48,7,440,210,4,0,24,7,1,0,0
2,28,7,761,502,2,2,25,1,0,1,0
3,45,7,331,101,4,1,21,2,1,0,0
19,34,7,740,122,4,6,23,7,1,0,0
4,39,7,740,108,4,2,12,4,1,0,0
19,40,2,440,148,4,4,27,1,0,1,0
14,28,17,956,501,4,3,29,6,1,0,0
8,92,17,310,502,4,5,18,2,0,1,0
2,26,17,330,101,4,2,26,4,1,0,0
9,52,17,354,501,4,3,26,1,0,1,0
13,35,7,624,102,4,1,15,8,1,0,0
15,32,12,762,102,4,2,31,5,1,0,0
10,66,17,354,501,4,2,1,3,0,1,0
2,54,17,624,502,4,5,8,7,0,1,0
14,30,17,210,158,4,5,1,4,1,0,0
9,68,17,354,501,4,2,9,8,1,0,0
15,32,17,330,101,4,2,26,4,0,1,0
15,38,2,110,102,4,5,16,9,0,1,0
1,38,7,330,101,4,3,13,4,1,0,0
9,54,17,442,406,2,3,9,2,1,0,0
2,33,2,626,502,4,6,3,9,1,0,0
2,47,7,860,101,4,2,7,6,1,0,0
10,54,7,354,501,4,1,6,6,0,1,0
8,74,17,354,501,4,5,15,7,1,0,0
2,31,7,354,501,4,2,1,3,1,0,0
13,27,7,626,501,4,6,12,2,0,1,0
7,36,12,330,102,4,4,3,2,0,1,0
16,16,7,900,501,5,0,22,5,1,0,0
10,43,7,624,401,4,6,12,3,0,1,0
1,20,17,930,834,1,5,9,9,0,1,0
2,51,7,761,401,4,1,15,8,1,0,0
1,30,7,230,101,2,6,5,2,0,1,0
9,19,7,230,502,2,0,6,3,0,1,0
1,31,17,122,502,1,1,11,7,1,0,0
19,41,17,341,104,4,1,9,5,0,1,0
9,41,2,251,502,4,5,5,8,0,1,0
3,56,2,230,501,2,2,5,4,1,0,0
21,23,7,930,501,4,0,19,6,1,0,0
6,30,17,230,103,4,6,24,9,0,1,0
8,14,17,341,501,4,4,1,9,0,1,0
3,21,18,310,704,4,4,5,5,0,0,1
9,20,7,624,108,4,3,9,2,1,0,0
6,62,12,310,707,4,3,9,3,0,1,0
1,30,7,330,108,4,6,5,2,1,0,0
20,14,7,624,101,4,6,30,4,0,1,0
7,22,18,649,145,4,2,26,7,0,0,1
15,21,7,230,101,4,1,1,8,0,1,0
19,47,7,330,101,4,0,23,1,1,0,0
7,64,1,626,502,4,6,9,4,0,1,0
7,36,7,354,502,4,2,1,2,0,1,0
1,24,7,230,244,4,4,11,8,0,0,1
19,31,7,740,101,4,3,20,7,0,1,0
6,26,7,900,502,4,5,16,9,1,0,0
15,57,12,354,501,4,2,1,2,0,1,0
9,45,17,331,101,4,6,30,7,0,1,0
6,26,7,626,101,2,0,13,2,1,0,0
7,33,2,341,707,4,3,16,3,0,1,0
6,48,7,230,102,4,4,12,5,0,1,0
10,49,7,626,101,2,4,24,3,1,0,0
2,44,7,626,501,4,4,10,3,0,1,0
10,56,17,624,108,2,5,4,3,0,1,0
7,28,17,740,122,4,1,14,2,1,0,0
1,36,17,740,122,4,4,31,3,0,1,0
11,52,18,624,402,2,4,3,2,1,0,0
1,54,17,624,101,4,6,2,4,0,1,0
7,56,7,331,101,4,4,24,3,0,1,0
9,15,7,761,721,4,0,26,6,0,1,0
1,55,17,210,101,4,4,3,2,0,1,0
3,37,7,664,101,4,3,2,2,0,1,0
8,23,17,330,103,4,4,28,7,1,0,0
9,68,17,331,104,4,4,14,7,1,0,0
20,61,17,230,501,1,0,13,2,1,0,0
7,27,17,626,502,2,5,19,8,1,0,0
3,61,2,624,501,1,4,10,3,1,0,0
19,37,17,210,244,4,6,5,2,0,1,0
9,62,12,901,502,4,1,14,3,0,1,0
20,32,2,354,502,4,3,2,2,1,0,0
21,54,17,352,406,4,6,6,8,1,0,0
19,32,17,310,707,4,5,23,9,0,1,0
16,21,7,626,101,1,4,14,4,1,0,0
17,31,18,354,501,4,2,23,8,1,0,0
9,77,12,351,108,4,5,26,8,1,0,0
9,19,7,624,502,2,1,29,8,1,0,0
8,33,12,341,702,4,4,28,4,1,0,0
3,33,7,901,502,4,5,4,2,1,0,0
10,38,2,930,502,1,1,1,8,1,0,0
7,32,1,626,501,2,6,30,4,0,1,0
3,22,18,442,203,4,3,9,3,0,0,1
20,18,7,664,501,4,0,19,6,1,0,0
16,23,17,624,501,4,2,26,4,0,1,0
1,33,2,420,108,4,4,7,4,0,1,0
8,29,17,330,108,4,2,1,3,0,1,0
1,54,2,440,102,4,0,12,6,1,0,0
3,28,7,740,122,4,5,25,2,0,1,0
8,52,7,740,101,4,0,6,3,0,1,0
6,23,17,625,801,4,0,26,6,0,1,0
14,27,17,331,104,4,2,25,1,1,0,0
10,26,17,623,301,4,3,20,7,0,1,0
17,43,2,354,501,4,2,5,7,0,1,0
3,29,17,520,101,4,0,14,8,0,1,0
11,20,7,761,101,2,3,29,6,0,1,0
7,46,12,230,504,4,3,17,8,0,1,0
3,47,2,930,502,4,2,15,3,1,0,0
16,27,2,354,502,4,6,23,4,1,0,0
16,20,7,901,501,4,3,6,7,1,0,0
14,40,7,354,501,4,3,6,4,1,0,0
3,40,7,330,101,4,4,14,7,1,0,0
1,16,7,624,101,4,1,23,5,1,0,0
6,55,17,341,501,4,3,6,4,0,1,0
11,62,17,740,122,4,3,23,3,1,0,0
11,62,1,320,501,4,6,22,1,0,1,0
9,43,7,310,218,4,5,8,7,0,1,0
19,39,7,745,108,4,0,24,7,0,1,0
10,22,7,331,122,4,3,18,5,1,0,0
13,24,7,930,502,4,5,26,8,0,1,0
20,21,7,354,501,4,3,22,6,0,1,0
21,42,7,956,507,4,6,13,8,0,1,0
20,44,7,440,501,4,0,6,2,1,0,0
15,66,17,626,502,4,5,8,4,0,1,0
21,46,7,220,101,4,4,8,9,1,0,0
20,41,7,310,502,4,2,10,5,0,1,0
1,46,2,230,501,4,6,16,7,0,1,0
8,89,17,331,101,4,2,5,7,0,1,0
10,51,17,440,119,1,0,6,3,1,0,0
20,46,10,310,501,4,4,3,2,0,1,0
7,18,7,624,502,2,4,23,6,0,1,0
13,41,17,331,707,4,6,23,4,0,1,0
11,36,7,354,502,4,4,3,2,1,0,0
15,30,17,420,502,4,3,23,3,1,0,0
15,65,7,956,502,4,2,24,5,0,1,0
19,35,7,230,102,4,6,14,5,0,1,0
13,32,7,946,501,4,5,18,2,1,0,0
8,38,17,354,501,4,6,1,1,1,0,0
8,47,17,330,108,4,3,14,9,0,1,0
1,27,12,331,108,4,0,23,1,0,1,0
19,46,10,341,108,4,4,22,9,0,1,0
21,36,17,354,501,4,3,20,4,1,0,0
19,72,1,662,501,4,2,9,8,0,1,0
8,22,7,121,502,4,1,5,9,1,0,0
7,21,7,624,502,4,6,19,2,1,0,0
8,62,17,946,101,4,3,19,1,0,1,0
16,48,7,230,501,4,0,15,5,0,1,0
19,30,5,331,707,4,2,5,7,0,1,0
12,31,2,624,102,4,3,12,1,0,1,0
2,33,12,230,101,4,0,3,7,0,1,0
1,39,17,330,707,4,2,30,8,0,1,0
1,34,7,330,207,4,4,30,6,1,0,0
1,34,17,624,932,4,6,27,8,0,1,0
16,29,17,623,102,4,5,11,3,0,1,0
4,28,7,815,501,4,5,8,7,1,0,0
6,32,17,901,502,4,2,10,5,1,0,0
15,40,17,230,108,4,0,6,3,1,0,0
19,21,7,812,501,4,1,8,8,0,1,0
20,27,7,740,108,4,2,31,5,1,0,0
8,52,9,330,101,4,6,19,2,0,1,0
11,43,7,624,501,4,6,30,4,1,0,0
6,26,17,352,203,4,6,18,6,1,0,0
7,54,17,624,203,2,1,6,6,0,1,0
9,58,17,354,501,4,0,3,7,1,0,0
6,34,2,625,210,4,6,25,6,0,1,0
10,59,12,310,501,4,5,15,7,0,1,0
19,19,7,626,502,4,6,15,1,1,0,0
2,47,7,230,502,2,1,4,4,1,0,0
7,52,17,890,203,4,0,2,1,1,0,0
17,52,12,331,104,4,0,13,3,0,1,0
10,24,17,740,122,4,4,7,7,0,1,0
16,16,7,761,501,4,1,6,6,1,0,0
10,42,17,331,104,4,4,13,1,0,1,0
11,37,12,649,501,4,4,19,5,0,1,0
4,58,7,930,502,4,1,8,8,0,1,0
21,26,7,236,101,1,5,11,2,1,0,0
17,59,17,480,404,4,4,3,2,0,1,0
9,20,7,442,404,4,3,7,9,1,0,0
1,40,1,850,728,4,4,18,8,1,0,0
3,24,12,888,501,4,4,1,9,0,1,0
1,21,2,626,108,4,5,27,5,0,1,0
13,30,2,626,501,2,6,29,1,0,1,0
20,35,10,624,502,2,5,5,8,1,0,0
3,35,2,740,122,4,6,2,4,1,0,0
11,40,1,210,101,4,4,9,6,0,1,0
21,20,7,331,104,4,0,27,2,1,0,0
9,29,7,331,101,4,2,5,4,1,0,0
7,49,1,354,501,4,4,27,1,1,0,0
3,41,17,354,501,4,1,25,7,0,1,0
13,21,7,624,501,4,6,24,9,1,0,0
10,25,7,920,102,4,1,4,7,1,0,0
8,29,12,740,101,4,2,4,1,0,1,0
7,22,18,331,702,4,3,27,4,0,0,1
4,29,7,210,108,4,5,24,6,0,1,0
20,29,7,230,401,4,2,2,8,0,1,0
17,44,7,310,221,4,4,3,3,0,1,0
7,50,2,354,501,4,2,1,2,1,0,0
13,23,7,341,405,4,2,12,4,1,0,0
1,45,17,341,503,4,0,4,9,0,1,0
17,31,7,331,101,4,5,15,7,0,1,0
2,34,7,354,501,4,3,2,2,1,0,0
9,30,12,330,108,4,0,15,5,0,1,0
2,21,7,210,502,2,6,23,7,1,0,0
9,19,7,236,502,2,2,18,1,1,0,0
6,32,17,626,122,2,4,14,7,0,1,0
15,55,7,624,108,4,1,17,1,0,1,0
20,39,2,341,501,4,4,25,8,0,1,0
10,29,7,210,402,1,5,15,4,0,1,0
9,40,7,625,502,4,6,25,6,0,1,0
17,64,7,330,101,4,0,24,4,0,1,0
1,59,7,341,503,4,6,14,5,1,0,0
15,72,7,888,501,4,6,19,2,0,1,0
3,17,7,930,721,4,5,11,2,1,0,0
8,40,17,625,102,1,0,9,1,1,0,0
2,24,17,740,122,4,5,1,7,1,0,0
15,28,17,310,101,1,1,8,8,1,0,0
16,20,7,901,501,4,5,1,7,1,0,0
1,53,2,886,516,4,3,20,4,0,1,0
13,33,12,310,202,4,0,27,2,0,1,0
11,25,17,753,502,4,5,13,5,0,1,0
19,30,2,662,502,4,1,1,8,0,1,0
20,75,1,320,501,4,0,21,8,0,1,0
10,29,17,310,501,4,5,17,6,1,0,0
8,55,17,354,501,4,2,4,1,1,0,0
4,68,7,310,504,4,4,21,7,1,0,0
2,27,10,440,121,4,5,4,2,0,1,0
3,38,7,230,502,1,3,5,1,0,1,0
3,63,2,331,101,4,2,8,3,1,0,0
15,17,7,627,501,1,6,29,1,1,0,0
10,57,7,330,108,4,6,9,4,0,1,0
3,36,2,946,501,4,1,27,6,1,0,0
8,37,17,331,104,4,6,5,3,0,1,0
17,40,17,625,101,4,6,11,6,1,0,0
10,41,7,626,501,4,6,6,8,1,0,0
13,20,7,354,750,4,5,3,6,1,0,0
21,54,18,310,218,4,1,21,2,0,1,0
9,39,17,320,501,4,2,17,5,0,1,0
10,19,7,930,108,4,6,9,7,1,0,0
1,34,3,440,502,4,2,8,2,0,1,0
10,46,7,330,101,4,3,20,7,0,1,0
17,46,7,625,406,2,6,23,4,0,1,0
19,27,7,940,502,4,5,25,3,0,1,0
21,30,12,626,502,2,6,7,5,1,0,0
21,23,17,820,502,2,5,4,2,1,0,0
13,26,16,330,101,4,6,27,8,0,1,0
10,26,7,354,501,4,0,2,1,1,0,0
1,24,7,230,735,4,5,18,3,1,0,0
10,20,2,230,102,4,5,4,3,0,1,0
1,39,7,740,702,4,4,11,8,1,0,0
6,12,7,624,102,6,3,17,8,1,0,0
20,56,1,341,210,4,3,30,3,0,1,0
13,13,7,624,720,4,4,17,3,1,0,0
4,29,7,626,116,1,0,28,8,1,0,0
1,56,17,480,744,4,2,17,5,0,1,0
20,49,7,624,726,4,5,29,4,1,0,0
1,34,2,354,501,4,3,2,2,1,0,0
1,37,2,121,505,4,5,6,5,1,0,0
20,24,5,230,733,2,4,17,3,0,1,0
4,54,7,930,501,1,1,4,4,0,1,0
2,16,7,762,210,4,5,11,2,1,0,0
9,31,7,230,501,4,3,13,4,0,1,0
21,45,7,354,501,4,6,3,9,1,0,0
3,24,7,330,502,4,1,18,4,0,1,0
1,53,1,624,406,2,4,31,3,0,1,0
10,58,17,354,502,4,3,9,3,0,1,0
1,50,17,330,108,4,3,1,6,0,1,0
11,14,7,624,101,4,0,21,8,0,1,0
7,42,7,230,102,2,6,9,7,0,1,0
9,32,2,761,502,4,4,5,5,0,1,0
10,68,17,310,221,4,5,2,9,0,1,0
10,48,7,354,501,4,2,4,1,0,1,0
17,48,12,626,501,2,0,20,3,0,1,0
12,21,2,230,501,4,4,17,2,0,1,0
3,56,7,624,109,4,4,7,7,0,1,0
4,6,7,813,704,4,2,1,3,1,0,0
16,62,1,354,502,4,1,3,1,1,0,0
16,32,7,761,502,4,4,3,3,1,0,0
2,57,17,230,102,4,6,28,5,0,1,0
21,53,17,310,502,4,5,5,8,0,1,0
19,28,7,626,501,4,2,2,8,1,0,0
6,47,17,330,108,4,0,12,6,0,1,0
9,28,17,331,101,4,5,18,3,0,1,0
6,25,1,480,507,4,4,8,9,0,1,0
17,50,12,341,501,4,5,8,7,1,0,0
9,30,2,440,109,4,1,25,4,0,1,0
1,31,7,230,102,4,5,22,4,0,1,0
17,42,7,230,108,4,6,13,8,0,1,0
15,27,2,956,502,4,1,22,8,1,0,0
4,38,7,331,101,4,6,4,6,0,1,0
6,30,17,420,101,4,6,12,3,0,1,0
6,59,17,420,108,4,3,24,8,0,1,0
1,47,10,341,102,4,1,7,2,1,0,0
20,27,10,330,108,4,6,6,8,0,1,0
20,23,12,230,101,4,0,27,3,0,1,0
11,30,7,352,207,4,4,18,8,1,0,0
3,28,7,210,108,4,5,7,1,0,1,0
13,25,2,230,101,4,6,12,2,0,1,0
1,21,7,352,735,4,6,5,2,0,1,0
21,33,12,341,501,4,5,5,8,0,1,0
19,4,7,237,501,2,4,31,3,0,1,0
20,23,12,740,122,4,0,9,1,1,0,0
13,32,2,236,502,1,3,12,1,1,0,0
11,61,17,930,502,4,1,30,5,1,0,0
13,61,7,624,501,4,0,28,8,1,0,0
2,32,17,310,502,4,1,27,6,0,1,0
13,45,2,330,733,4,0,5,6,1,0,0
16,42,17,354,501,4,1,1,8,1,0,0
21,36,1,331,501,4,5,17,6,1,0,0
6,29,2,624,710,4,3,23,2,0,1,0
21,30,12,354,502,4,3,19,1,1,0,0
3,32,7,745,502,2,5,11,3,1,0,0
12,30,7,624,101,4,6,26,3,0,1,0
4,49,7,740,101,4,4,13,1,0,1,0
9,33,12,331,233,4,2,17,5,1,0,0
2,58,17,354,502,4,4,7,7,1,0,0
1,62,17,624,503,2,1,7,3,1,0,0
2,54,17,230,104,4,3,23,2,1,0,0
16,35,7,331,101,4,3,8,6,1,0,0
16,14,7,812,147,4,3,20,7,1,0,0
3,31,7,341,203,4,5,5,8,1,0,0
6,49,5,956,501,4,2,12,7,0,1,0
20,52,7,354,501,4,4,10,2,1,0,0
8,40,17,888,502,4,4,20,1,1,0,0
16,76,17,626,501,1,0,10,4,0,1,0
14,27,17,442,502,4,0,4,9,1,0,0
13,36,7,740,122,4,6,19,3,1,0,0
15,49,9,331,101,4,3,20,4,1,0,0
15,43,12,624,707,4,4,14,7,0,1,0
11,31,12,745,122,4,4,3,3,1,0,0
21,32,12,434,502,4,1,4,7,1,0,0
20,61,7,320,501,4,2,31,5,0,1,0
15,43,10,440,507,4,4,7,7,0,1,0
19,25,7,860,202,4,6,9,4,1,0,0
3,21,7,624,947,4,6,25,6,1,0,0
3,25,7,624,101,4,2,22,2,0,1,0
16,45,17,624,501,2,1,14,2,0,1,0
16,53,7,930,501,4,2,30,8,1,0,0
20,78,7,310,502,4,3,16,2,1,0,0
8,77,17,341,109,4,6,5,2,0,1,0
15,36,17,341,502,4,0,10,7,1,0,0
8,55,17,331,101,4,5,18,2,0,1,0
13,45,2,624,102,4,2,20,9,0,1,0
17,77,12,310,501,4,1,7,3,0,1,0
8,35,18,442,404,4,3,8,6,0,1,0
16,45,7,901,101,4,6,16,7,1,0,0
4,24,7,230,101,4,6,19,2,0,1,0
6,28,7,624,203,4,1,1,8,0,1,0
6,25,2,626,502,2,6,15,1,0,1,0
17,56,7,230,101,4,3,27,4,0,1,0
11,61,7,310,501,4,0,21,8,0,1,0
19,34,7,624,101,4,6,9,7,1,0,0
17,44,7,420,501,4,2,2,8,1,0,0
3,22,18,440,725,4,6,27,8,0,0,1
2,33,2,341,102,4,6,21,5,0,1,0
1,29,7,626,203,2,1,28,3,1,0,0
15,27,2,230,913,2,3,16,2,0,1,0
7,73,2,664,751,4,3,7,9,0,1,0
8,17,17,810,501,4,1,21,2,1,0,0
6,32,2,330,101,4,6,5,3,0,1,0
21,50,2,761,502,2,0,20,2,0,1,0
17,40,2,420,108,4,5,9,9,0,1,0
17,29,7,510,108,1,4,18,8,0,1,0
2,24,7,210,101,1,1,9,5,0,1,0
9,37,17,341,119,4,5,27,5,0,1,0
9,32,17,745,502,4,0,23,1,0,1,0
3,28,2,624,101,4,1,4,7,1,0,0
11,38,5,331,102,4,1,5,9,0,1,0
11,26,17,946,501,4,0,27,2,1,0,0
8,16,1,810,122,4,5,21,1,1,0,0
21,20,7,624,404,4,6,10,9,0,1,0
8,38,17,354,502,4,3,12,1,0,1,0
3,69,17,901,502,4,2,12,7,1,0,0
9,42,7,745,101,4,4,28,7,1,0,0
4,44,7,330,108,4,5,22,7,1,0,0
2,47,12,761,101,4,2,20,9,0,1,0
1,54,12,354,502,4,6,1,1,1,0,0
9,55,17,815,217,4,3,16,2,0,1,0
13,16,7,210,102,4,5,8,7,1,0,0
21,23,7,901,501,4,5,6,5,1,0,0
16,41,7,624,501,6,3,10,8,1,0,0
8,22,7,761,203,4,2,21,6,0,1,0
